State,Year,Quarter,Brand,Registered Users,Percentage
Dadra & Nagar Haveli and Daman & Diu,2019,2,Others,"16,282",10%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Xiaomi,"43,202",24%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Vivo,"37,115",21%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Samsung,"31,867",18%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Oppo,"20,623",12%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Realme,"10,150",6%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Lenovo,"3,660",2%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Motorola,"3,640",2%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Apple,"3,605",2%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Huawei,"3,096",2%
Dadra & Nagar Haveli and Daman & Diu,2019,3,OnePlus,"2,366",1%
Dadra & Nagar Haveli and Daman & Diu,2019,3,Others,"17,605",10%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Xiaomi,"48,012",24%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Vivo,"42,886",22%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Samsung,"35,031",18%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Oppo,"23,415",12%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Realme,"12,044",6%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Apple,"3,874",2%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Motorola,"3,849",2%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Lenovo,"3,794",2%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Huawei,"3,405",2%
Dadra & Nagar Haveli and Daman & Diu,2019,4,OnePlus,"2,529",1%
Dadra & Nagar Haveli and Daman & Diu,2019,4,Others,"18,759",9%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Xiaomi,"52,683",24%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Vivo,"48,874",22%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Samsung,"38,134",17%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Oppo,"26,282",12%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Realme,"13,927",6%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Apple,"4,178",2%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Motorola,"4,028",2%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Lenovo,"3,944",2%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Huawei,"3,732",2%
Dadra & Nagar Haveli and Daman & Diu,2020,1,OnePlus,"2,682",1%
Dadra & Nagar Haveli and Daman & Diu,2020,1,Others,"20,032",9%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Xiaomi,"58,073",24%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Vivo,"56,525",23%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Samsung,"42,346",17%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Oppo,"29,921",12%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Realme,"16,175",7%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Apple,"4,502",2%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Motorola,"4,308",2%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Lenovo,"4,157",2%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Huawei,"4,069",2%
Dadra & Nagar Haveli and Daman & Diu,2020,2,OnePlus,"2,817",1%
Dadra & Nagar Haveli and Daman & Diu,2020,2,Others,"21,921",9%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Vivo,"63,527",24%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Xiaomi,"62,612",23%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Samsung,"46,194",17%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Oppo,"33,220",12%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Realme,"18,327",7%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Apple,"4,852",2%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Motorola,"4,473",2%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Huawei,"4,325",2%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Lenovo,"4,294",2%
Dadra & Nagar Haveli and Daman & Diu,2020,3,OnePlus,"2,971",1%
Dadra & Nagar Haveli and Daman & Diu,2020,3,Others,"23,151",9%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Vivo,"71,995",24%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Xiaomi,"68,314",23%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Samsung,"50,714",17%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Oppo,"36,932",12%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Realme,"20,993",7%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Apple,"5,335",2%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Motorola,"4,712",2%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Huawei,"4,635",2%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Lenovo,"4,516",2%
Dadra & Nagar Haveli and Daman & Diu,2020,4,OnePlus,"3,173",1%
Dadra & Nagar Haveli and Daman & Diu,2020,4,Others,"25,174",8%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Vivo,"79,699",25%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Xiaomi,"73,383",23%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Samsung,"54,230",17%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Oppo,"40,045",12%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Realme,"23,882",7%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Apple,"5,784",2%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Huawei,"4,871",2%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Motorola,"4,859",2%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Lenovo,"4,531",1%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Tecno,"3,575",1%
Dadra & Nagar Haveli and Daman & Diu,2021,1,Others,"26,537",8%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Vivo,"87,001",25%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Xiaomi,"77,605",22%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Samsung,"57,137",17%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Oppo,"43,131",13%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Realme,"27,996",8%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Apple,"6,273",2%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Huawei,"4,834",1%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Motorola,"4,803",1%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Tecno,"4,453",1%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Lenovo,"4,280",1%
Dadra & Nagar Haveli and Daman & Diu,2021,2,Others,"27,481",8%
Delhi,2018,1,Xiaomi,"529,823",25%
Delhi,2018,1,Samsung,"407,203",20%
Delhi,2018,1,Vivo,"223,992",11%
Delhi,2018,1,Oppo,"186,309",9%
Delhi,2018,1,Apple,"138,507",7%
Delhi,2018,1,Realme,"88,082",4%
Delhi,2018,1,OnePlus,"86,368",4%
Delhi,2018,1,Motorola,"83,639",4%
Delhi,2018,1,Lenovo,"52,568",3%
Delhi,2018,1,Huawei,"37,398",2%
Delhi,2018,1,Others,"253,133",12%
Delhi,2018,2,Xiaomi,"708,839",26%
Delhi,2018,2,Samsung,"532,749",19%
Delhi,2018,2,Vivo,"313,719",11%
Delhi,2018,2,Oppo,"254,431",9%
Delhi,2018,2,Apple,"176,650",6%
Delhi,2018,2,Realme,"113,976",4%
Delhi,2018,2,Motorola,"107,679",4%
Delhi,2018,2,OnePlus,"106,333",4%
Delhi,2018,2,Lenovo,"66,497",2%
Delhi,2018,2,Huawei,"50,115",2%
Delhi,2018,2,Others,"325,153",12%
Delhi,2018,3,Xiaomi,"908,753",26%
Delhi,2018,3,Samsung,"673,829",19%
Delhi,2018,3,Vivo,"424,455",12%
Delhi,2018,3,Oppo,"332,529",9%
Delhi,2018,3,Apple,"218,858",6%
Delhi,2018,3,Realme,"140,759",4%
Delhi,2018,3,Motorola,"133,126",4%
Delhi,2018,3,OnePlus,"126,799",4%
Delhi,2018,3,Lenovo,"80,056",2%
Delhi,2018,3,Huawei,"63,709",2%
Delhi,2018,3,Others,"402,038",11%
Delhi,2018,4,Xiaomi,"1,206,379",26%
Delhi,2018,4,Samsung,"892,643",19%
Delhi,2018,4,Vivo,"605,041",13%
Delhi,2018,4,Oppo,"464,753",10%
Delhi,2018,4,Apple,"279,775",6%
Delhi,2018,4,Realme,"181,855",4%
Delhi,2018,4,Motorola,"165,627",4%
Delhi,2018,4,OnePlus,"155,837",3%
Delhi,2018,4,Lenovo,"98,258",2%
Delhi,2018,4,Huawei,"84,942",2%
Delhi,2018,4,Others,"495,203",11%
Delhi,2019,1,Xiaomi,"1,428,603",26%
Delhi,2019,1,Samsung,"1,061,515",19%
Delhi,2019,1,Vivo,"755,967",14%
Delhi,2019,1,Oppo,"576,484",10%
Delhi,2019,1,Apple,"324,092",6%
Delhi,2019,1,Realme,"213,758",4%
Delhi,2019,1,Motorola,"186,450",3%
Delhi,2019,1,OnePlus,"175,334",3%
Delhi,2019,1,Lenovo,"109,111",2%
Delhi,2019,1,Huawei,"102,139",2%
Delhi,2019,1,Others,"565,810",10%
Delhi,2019,2,Xiaomi,"1,597,465",26%
Delhi,2019,2,Samsung,"1,188,974",19%
Delhi,2019,2,Vivo,"879,650",14%
Delhi,2019,2,Oppo,"664,693",11%
Delhi,2019,2,Apple,"360,575",6%
Delhi,2019,2,Realme,"240,746",4%
Delhi,2019,2,Motorola,"200,193",3%
Delhi,2019,2,OnePlus,"191,881",3%
Delhi,2019,2,Lenovo,"115,488",2%
Delhi,2019,2,Huawei,"114,662",2%
Delhi,2019,2,Others,"611,121",10%
Delhi,2019,3,Xiaomi,"1,749,719",26%
Delhi,2019,3,Samsung,"1,305,636",19%
Delhi,2019,3,Vivo,"1,001,823",15%
Delhi,2019,3,Oppo,"749,989",11%
Delhi,2019,3,Apple,"392,389",6%
Delhi,2019,3,Realme,"269,723",4%
Delhi,2019,3,Motorola,"210,710",3%
Delhi,2019,3,OnePlus,"206,752",3%
Delhi,2019,3,Huawei,"125,962",2%
Delhi,2019,3,Lenovo,"119,861",2%
Delhi,2019,3,Others,"649,722",10%
Delhi,2019,4,Xiaomi,"1,872,284",26%
Delhi,2019,4,Samsung,"1,394,404",19%
Delhi,2019,4,Vivo,"1,114,120",15%
Delhi,2019,4,Oppo,"825,921",11%
Delhi,2019,4,Apple,"414,754",6%
Delhi,2019,4,Realme,"300,540",4%
Delhi,2019,4,Motorola,"217,242",3%
Delhi,2019,4,OnePlus,"216,727",3%
Delhi,2019,4,Huawei,"134,371",2%
Delhi,2019,4,Lenovo,"121,793",2%
Delhi,2019,4,Others,"677,727",9%
Delhi,2020,1,Xiaomi,"1,998,766",26%
Delhi,2020,1,Samsung,"1,484,289",19%
Delhi,2020,1,Vivo,"1,238,728",16%
Delhi,2020,1,Oppo,"909,331",12%
Delhi,2020,1,Apple,"436,979",6%
Delhi,2020,1,Realme,"333,567",4%
Delhi,2020,1,OnePlus,"225,852",3%
Delhi,2020,1,Motorola,"223,909",3%
Delhi,2020,1,Huawei,"142,660",2%
Delhi,2020,1,Lenovo,"124,278",2%
Delhi,2020,1,Others,"707,838",9%
Delhi,2020,2,Xiaomi,"2,125,586",25%
Delhi,2020,2,Samsung,"1,585,854",19%
Delhi,2020,2,Vivo,"1,364,186",16%
Delhi,2020,2,Oppo,"1,002,444",12%
Delhi,2020,2,Apple,"458,450",5%
Delhi,2020,2,Realme,"366,179",4%
Delhi,2020,2,OnePlus,"233,802",3%
Delhi,2020,2,Motorola,"231,246",3%
Delhi,2020,2,Huawei,"150,807",2%
Delhi,2020,2,Lenovo,"127,388",2%
Delhi,2020,2,Others,"745,197",9%
Delhi,2020,3,Xiaomi,"2,264,717",25%
Delhi,2020,3,Samsung,"1,707,446",19%
Delhi,2020,3,Vivo,"1,516,602",17%
Delhi,2020,3,Oppo,"1,106,202",12%
Delhi,2020,3,Apple,"485,868",5%
Delhi,2020,3,Realme,"406,930",4%
Delhi,2020,3,OnePlus,"244,532",3%
Delhi,2020,3,Motorola,"238,737",3%
Delhi,2020,3,Huawei,"159,503",2%
Delhi,2020,3,Lenovo,"131,036",1%
Delhi,2020,3,Others,"782,601",9%
Delhi,2020,4,Xiaomi,"2,416,705",25%
Delhi,2020,4,Samsung,"1,842,707",19%
Delhi,2020,4,Vivo,"1,673,743",17%
Delhi,2020,4,Oppo,"1,209,582",12%
Delhi,2020,4,Apple,"518,592",5%
Delhi,2020,4,Realme,"452,392",5%
Delhi,2020,4,OnePlus,"256,533",3%
Delhi,2020,4,Motorola,"246,834",3%
Delhi,2020,4,Huawei,"168,898",2%
Delhi,2020,4,Lenovo,"134,947",1%
Delhi,2020,4,Others,"827,035",8%
Delhi,2021,1,Xiaomi,"2,575,350",25%
Delhi,2021,1,Samsung,"1,963,994",19%
Delhi,2021,1,Vivo,"1,839,180",18%
Delhi,2021,1,Oppo,"1,318,743",13%
Delhi,2021,1,Apple,"555,462",5%
Delhi,2021,1,Realme,"511,070",5%
Delhi,2021,1,OnePlus,"269,742",3%
Delhi,2021,1,Motorola,"253,270",2%
Delhi,2021,1,Huawei,"175,712",2%
Delhi,2021,1,Lenovo,"137,068",1%
Delhi,2021,1,Others,"867,619",8%
Delhi,2021,2,Xiaomi,"2,731,995",24%
Delhi,2021,2,Samsung,"2,070,161",19%
Delhi,2021,2,Vivo,"2,011,494",18%
Delhi,2021,2,Oppo,"1,432,860",13%
Delhi,2021,2,Realme,"596,308",5%
Delhi,2021,2,Apple,"591,905",5%
Delhi,2021,2,OnePlus,"291,216",3%
Delhi,2021,2,Motorola,"252,565",2%
Delhi,2021,2,Huawei,"176,234",2%
Delhi,2021,2,Lenovo,"134,680",1%
Delhi,2021,2,Others,"893,281",8%
Goa,2018,1,Xiaomi,"23,388",25%
Goa,2018,1,Samsung,"19,288",21%
Goa,2018,1,Vivo,"8,719",9%
Goa,2018,1,Oppo,"6,969",8%
Goa,2018,1,Apple,"5,957",6%
Goa,2018,1,OnePlus,"5,457",6%
Goa,2018,1,Motorola,"4,236",5%
Goa,2018,1,Realme,"4,094",4%
Goa,2018,1,Lenovo,"2,542",3%
Goa,2018,1,Huawei,"1,595",2%
Goa,2018,1,Others,"9,691",11%
Goa,2018,2,Xiaomi,"31,481",26%
Goa,2018,2,Samsung,"25,483",21%
Goa,2018,2,Vivo,"12,317",10%
Goa,2018,2,Oppo,"9,547",8%
Goa,2018,2,Apple,"7,433",6%
Goa,2018,2,OnePlus,"6,696",5%
Goa,2018,2,Motorola,"5,508",5%
Goa,2018,2,Realme,"5,427",4%
Goa,2018,2,Lenovo,"3,352",3%
Goa,2018,2,Huawei,"2,237",2%
Goa,2018,2,Others,"12,693",10%
Goa,2018,3,Xiaomi,"39,803",26%
Goa,2018,3,Samsung,"32,023",21%
Goa,2018,3,Vivo,"16,778",11%
Goa,2018,3,Oppo,"12,470",8%
Goa,2018,3,Apple,"8,815",6%
Goa,2018,3,OnePlus,"7,931",5%
Goa,2018,3,Realme,"6,878",4%
Goa,2018,3,Motorola,"6,674",4%
Goa,2018,3,Lenovo,"3,860",3%
Goa,2018,3,Huawei,"3,053",2%
Goa,2018,3,Others,"15,517",10%
Goa,2018,4,Xiaomi,"50,867",26%
Goa,2018,4,Samsung,"40,683",21%
Goa,2018,4,Vivo,"22,715",12%
Goa,2018,4,Oppo,"16,672",9%
Goa,2018,4,Apple,"10,884",6%
Goa,2018,4,OnePlus,"9,442",5%
Goa,2018,4,Realme,"8,708",4%
Goa,2018,4,Motorola,"8,176",4%
Goa,2018,4,Lenovo,"4,769",2%
Goa,2018,4,Huawei,"3,965",2%
Goa,2018,4,Others,"18,469",9%
Goa,2019,1,Xiaomi,"62,065",26%
Goa,2019,1,Samsung,"49,562",21%
Goa,2019,1,Vivo,"29,218",12%
Goa,2019,1,Oppo,"20,988",9%
Goa,2019,1,Apple,"12,909",5%
Goa,2019,1,OnePlus,"10,892",5%
Goa,2019,1,Realme,"10,545",4%
Goa,2019,1,Motorola,"9,355",4%
Goa,2019,1,Lenovo,"5,440",2%
Goa,2019,1,Huawei,"5,049",2%
Goa,2019,1,Others,"22,129",9%
Goa,2019,2,Xiaomi,"72,286",26%
Goa,2019,2,Samsung,"58,572",21%
Goa,2019,2,Vivo,"35,425",13%
Goa,2019,2,Oppo,"25,325",9%
Goa,2019,2,Apple,"14,770",5%
Goa,2019,2,Realme,"12,215",4%
Goa,2019,2,OnePlus,"12,033",4%
Goa,2019,2,Motorola,"10,716",4%
Goa,2019,2,Lenovo,"6,125",2%
Goa,2019,2,Huawei,"5,990",2%
Goa,2019,2,Others,"25,483",9%
Goa,2019,3,Xiaomi,"81,621",26%
Goa,2019,3,Samsung,"66,756",21%
Goa,2019,3,Vivo,"41,691",13%
Goa,2019,3,Oppo,"29,561",9%
Goa,2019,3,Apple,"16,481",5%
Goa,2019,3,Realme,"14,157",4%
Goa,2019,3,OnePlus,"13,220",4%
Goa,2019,3,Motorola,"11,738",4%
Goa,2019,3,Huawei,"6,882",2%
Goa,2019,3,Lenovo,"6,410",2%
Goa,2019,3,Others,"28,677",9%
Goa,2019,4,Xiaomi,"90,791",26%
Goa,2019,4,Samsung,"74,339",21%
Goa,2019,4,Vivo,"48,072",14%
Goa,2019,4,Oppo,"34,061",10%
Goa,2019,4,Apple,"17,817",5%
Goa,2019,4,Realme,"16,393",5%
Goa,2019,4,OnePlus,"14,159",4%
Goa,2019,4,Motorola,"12,521",4%
Goa,2019,4,Huawei,"7,674",2%
Goa,2019,4,Lenovo,"6,696",2%
Goa,2019,4,Others,"31,023",9%
Goa,2020,1,Xiaomi,"100,364",26%
Goa,2020,1,Samsung,"82,358",21%
Goa,2020,1,Vivo,"54,965",14%
Goa,2020,1,Oppo,"38,778",10%
Goa,2020,1,Apple,"19,244",5%
Goa,2020,1,Realme,"18,803",5%
Goa,2020,1,OnePlus,"14,926",4%
Goa,2020,1,Motorola,"13,118",3%
Goa,2020,1,Huawei,"8,459",2%
Goa,2020,1,Lenovo,"7,167",2%
Goa,2020,1,Others,"33,718",9%
Goa,2020,2,Xiaomi,"109,624",25%
Goa,2020,2,Samsung,"90,927",21%
Goa,2020,2,Vivo,"61,868",14%
Goa,2020,2,Oppo,"43,887",10%
Goa,2020,2,Realme,"21,236",5%
Goa,2020,2,Apple,"20,388",5%
Goa,2020,2,OnePlus,"15,482",4%
Goa,2020,2,Motorola,"13,908",3%
Goa,2020,2,Huawei,"9,221",2%
Goa,2020,2,Lenovo,"7,481",2%
Goa,2020,2,Others,"36,617",9%
Goa,2020,3,Xiaomi,"119,983",25%
Goa,2020,3,Samsung,"101,577",21%
Goa,2020,3,Vivo,"69,991",15%
Goa,2020,3,Oppo,"49,411",10%
Goa,2020,3,Realme,"24,328",5%
Goa,2020,3,Apple,"21,967",5%
Goa,2020,3,OnePlus,"16,389",3%
Goa,2020,3,Motorola,"14,656",3%
Goa,2020,3,Huawei,"9,964",2%
Goa,2020,3,Lenovo,"7,790",2%
Goa,2020,3,Others,"38,906",8%
Goa,2020,4,Xiaomi,"132,099",25%
Goa,2020,4,Samsung,"114,296",22%
Goa,2020,4,Vivo,"78,921",15%
Goa,2020,4,Oppo,"55,468",11%
Goa,2020,4,Realme,"28,000",5%
Goa,2020,4,Apple,"24,214",5%
Goa,2020,4,OnePlus,"17,571",3%
Goa,2020,4,Motorola,"15,500",3%
Goa,2020,4,Huawei,"10,821",2%
Goa,2020,4,Lenovo,"8,172",2%
Goa,2020,4,Others,"42,522",8%
Goa,2021,1,Xiaomi,"142,193",25%
Goa,2021,1,Samsung,"123,133",22%
Goa,2021,1,Vivo,"87,010",15%
Goa,2021,1,Oppo,"60,381",11%
Goa,2021,1,Realme,"31,824",6%
Goa,2021,1,Apple,"26,139",5%
Goa,2021,1,OnePlus,"18,577",3%
Goa,2021,1,Motorola,"15,944",3%
Goa,2021,1,Huawei,"11,414",2%
Goa,2021,1,Lenovo,"8,178",1%
Goa,2021,1,Others,"45,242",8%
Goa,2021,2,Xiaomi,"152,107",25%
Goa,2021,2,Samsung,"129,938",21%
Goa,2021,2,Vivo,"94,216",15%
Goa,2021,2,Oppo,"64,685",11%
Goa,2021,2,Realme,"37,973",6%
Goa,2021,2,Apple,"28,049",5%
Goa,2021,2,OnePlus,"19,803",3%
Goa,2021,2,Motorola,"15,937",3%
Goa,2021,2,Huawei,"11,315",2%
Goa,2021,2,Lenovo,"7,861",1%
Goa,2021,2,Others,"47,222",8%
Gujarat,2018,1,Xiaomi,"655,082",24%
Gujarat,2018,1,Samsung,"589,816",22%
Gujarat,2018,1,Vivo,"424,397",16%
Gujarat,2018,1,Oppo,"297,896",11%
Gujarat,2018,1,Apple,"124,833",5%
Gujarat,2018,1,Realme,"107,796",4%
Gujarat,2018,1,OnePlus,"85,786",3%
Gujarat,2018,1,Lenovo,"74,654",3%
Gujarat,2018,1,Motorola,"65,692",2%
Gujarat,2018,1,Huawei,"32,104",1%
Gujarat,2018,1,Others,"231,992",9%
Gujarat,2018,2,Xiaomi,"877,057",25%
Gujarat,2018,2,Samsung,"771,605",22%
Gujarat,2018,2,Vivo,"588,311",16%
Gujarat,2018,2,Oppo,"406,366",11%
Gujarat,2018,2,Apple,"158,941",4%
Gujarat,2018,2,Realme,"139,735",4%
Gujarat,2018,2,OnePlus,"104,673",3%
Gujarat,2018,2,Lenovo,"94,848",3%
Gujarat,2018,2,Motorola,"82,342",2%
Gujarat,2018,2,Huawei,"42,387",1%
Gujarat,2018,2,Others,"299,560",8%
Gujarat,2018,3,Xiaomi,"1,090,580",25%
Gujarat,2018,3,Samsung,"952,941",21%
Gujarat,2018,3,Vivo,"773,925",17%
Gujarat,2018,3,Oppo,"521,622",12%
Gujarat,2018,3,Apple,"186,759",4%
Gujarat,2018,3,Realme,"171,742",4%
Gujarat,2018,3,OnePlus,"121,797",3%
Gujarat,2018,3,Lenovo,"107,576",2%
Gujarat,2018,3,Motorola,"95,285",2%
Gujarat,2018,3,Huawei,"53,733",1%
Gujarat,2018,3,Others,"357,223",8%
Gujarat,2018,4,Xiaomi,"1,363,826",24%
Gujarat,2018,4,Samsung,"1,194,869",21%
Gujarat,2018,4,Vivo,"1,025,717",18%
Gujarat,2018,4,Oppo,"679,260",12%
Gujarat,2018,4,Apple,"230,209",4%
Gujarat,2018,4,Realme,"212,094",4%
Gujarat,2018,4,OnePlus,"145,412",3%
Gujarat,2018,4,Lenovo,"127,399",2%
Gujarat,2018,4,Motorola,"112,287",2%
Gujarat,2018,4,Huawei,"68,005",1%
Gujarat,2018,4,Others,"419,962",8%
Gujarat,2019,1,Xiaomi,"1,611,706",24%
Gujarat,2019,1,Samsung,"1,419,211",21%
Gujarat,2019,1,Vivo,"1,271,697",19%
Gujarat,2019,1,Oppo,"837,507",13%
Gujarat,2019,1,Apple,"266,733",4%
Gujarat,2019,1,Realme,"248,960",4%
Gujarat,2019,1,OnePlus,"164,369",2%
Gujarat,2019,1,Lenovo,"143,180",2%
Gujarat,2019,1,Motorola,"124,721",2%
Gujarat,2019,1,Huawei,"81,525",1%
Gujarat,2019,1,Others,"482,927",7%
Gujarat,2019,2,Xiaomi,"1,819,154",24%
Gujarat,2019,2,Samsung,"1,612,210",21%
Gujarat,2019,2,Vivo,"1,487,567",20%
Gujarat,2019,2,Oppo,"976,688",13%
Gujarat,2019,2,Apple,"301,303",4%
Gujarat,2019,2,Realme,"281,975",4%
Gujarat,2019,2,OnePlus,"180,243",2%
Gujarat,2019,2,Lenovo,"158,443",2%
Gujarat,2019,2,Motorola,"134,995",2%
Gujarat,2019,2,Huawei,"92,218",1%
Gujarat,2019,2,Others,"529,849",7%
Gujarat,2019,3,Xiaomi,"2,007,322",24%
Gujarat,2019,3,Samsung,"1,784,247",21%
Gujarat,2019,3,Vivo,"1,706,171",20%
Gujarat,2019,3,Oppo,"1,111,618",13%
Gujarat,2019,3,Apple,"330,663",4%
Gujarat,2019,3,Realme,"318,122",4%
Gujarat,2019,3,OnePlus,"194,687",2%
Gujarat,2019,3,Lenovo,"161,748",2%
Gujarat,2019,3,Motorola,"141,326",2%
Gujarat,2019,3,Huawei,"102,241",1%
Gujarat,2019,3,Others,"571,154",7%
Gujarat,2019,4,Xiaomi,"2,194,279",24%
Gujarat,2019,4,Samsung,"1,961,599",21%
Gujarat,2019,4,Vivo,"1,944,394",21%
Gujarat,2019,4,Oppo,"1,262,789",14%
Gujarat,2019,4,Realme,"362,885",4%
Gujarat,2019,4,Apple,"353,958",4%
Gujarat,2019,4,OnePlus,"206,534",2%
Gujarat,2019,4,Lenovo,"169,920",2%
Gujarat,2019,4,Motorola,"147,476",2%
Gujarat,2019,4,Huawei,"111,054",1%
Gujarat,2019,4,Others,"608,911",7%
Gujarat,2020,1,Xiaomi,"2,375,291",23%
Gujarat,2020,1,Vivo,"2,206,536",22%
Gujarat,2020,1,Samsung,"2,139,753",21%
Gujarat,2020,1,Oppo,"1,429,059",14%
Gujarat,2020,1,Realme,"411,217",4%
Gujarat,2020,1,Apple,"377,075",4%
Gujarat,2020,1,OnePlus,"216,733",2%
Gujarat,2020,1,Lenovo,"183,981",2%
Gujarat,2020,1,Motorola,"152,517",1%
Gujarat,2020,1,Huawei,"119,412",1%
Gujarat,2020,1,Others,"648,269",6%
Gujarat,2020,2,Xiaomi,"2,596,510",23%
Gujarat,2020,2,Vivo,"2,517,289",22%
Gujarat,2020,2,Samsung,"2,358,840",21%
Gujarat,2020,2,Oppo,"1,638,925",14%
Gujarat,2020,2,Realme,"464,677",4%
Gujarat,2020,2,Apple,"399,962",4%
Gujarat,2020,2,OnePlus,"225,499",2%
Gujarat,2020,2,Lenovo,"199,446",2%
Gujarat,2020,2,Motorola,"159,087",1%
Gujarat,2020,2,Huawei,"128,197",1%
Gujarat,2020,2,Others,"704,225",6%
Gujarat,2020,3,Vivo,"2,833,786",23%
Gujarat,2020,3,Xiaomi,"2,792,901",22%
Gujarat,2020,3,Samsung,"2,570,866",21%
Gujarat,2020,3,Oppo,"1,827,108",15%
Gujarat,2020,3,Realme,"525,717",4%
Gujarat,2020,3,Apple,"425,591",3%
Gujarat,2020,3,OnePlus,"236,755",2%
Gujarat,2020,3,Lenovo,"211,958",2%
Gujarat,2020,3,Motorola,"164,618",1%
Gujarat,2020,3,Huawei,"135,946",1%
Gujarat,2020,3,Others,"742,601",6%
Gujarat,2020,4,Vivo,"3,159,752",23%
Gujarat,2020,4,Xiaomi,"2,998,305",22%
Gujarat,2020,4,Samsung,"2,800,655",21%
Gujarat,2020,4,Oppo,"2,016,643",15%
Gujarat,2020,4,Realme,"592,948",4%
Gujarat,2020,4,Apple,"456,563",3%
Gujarat,2020,4,OnePlus,"249,222",2%
Gujarat,2020,4,Lenovo,"223,106",2%
Gujarat,2020,4,Motorola,"170,289",1%
Gujarat,2020,4,Huawei,"144,035",1%
Gujarat,2020,4,Others,"793,685",6%
Gujarat,2021,1,Vivo,"3,492,512",24%
Gujarat,2021,1,Xiaomi,"3,197,714",22%
Gujarat,2021,1,Samsung,"2,987,011",20%
Gujarat,2021,1,Oppo,"2,188,804",15%
Gujarat,2021,1,Realme,"666,628",5%
Gujarat,2021,1,Apple,"489,078",3%
Gujarat,2021,1,OnePlus,"264,150",2%
