State,Year,Quarter,Brand,Registered Users,Percentage
Punjab,2019,1,Vivo,"349,009",16%
Punjab,2019,1,Oppo,"281,133",13%
Punjab,2019,1,Apple,"161,878",7%
Punjab,2019,1,Realme,"71,481",3%
Punjab,2019,1,OnePlus,"35,068",2%
Punjab,2019,1,Motorola,"31,780",1%
Punjab,2019,1,Huawei,"26,070",1%
Punjab,2019,1,Lenovo,"23,917",1%
Punjab,2019,1,Others,"183,001",8%
Punjab,2019,2,Xiaomi,"648,198",25%
Punjab,2019,2,Samsung,"594,224",23%
Punjab,2019,2,Vivo,"417,913",16%
Punjab,2019,2,Oppo,"336,507",13%
Punjab,2019,2,Apple,"189,708",7%
Punjab,2019,2,Realme,"82,000",3%
Punjab,2019,2,OnePlus,"38,343",1%
Punjab,2019,2,Motorola,"34,974",1%
Punjab,2019,2,Huawei,"30,298",1%
Punjab,2019,2,Lenovo,"26,203",1%
Punjab,2019,2,Others,"201,744",8%
Punjab,2019,3,Xiaomi,"734,257",25%
Punjab,2019,3,Samsung,"678,439",23%
Punjab,2019,3,Vivo,"489,141",17%
Punjab,2019,3,Oppo,"390,270",13%
Punjab,2019,3,Apple,"216,888",7%
Punjab,2019,3,Realme,"94,292",3%
Punjab,2019,3,OnePlus,"41,581",1%
Punjab,2019,3,Motorola,"37,064",1%
Punjab,2019,3,Huawei,"34,669",1%
Punjab,2019,3,Lenovo,"26,124",1%
Punjab,2019,3,Others,"219,988",7%
Punjab,2019,4,Xiaomi,"818,456",25%
Punjab,2019,4,Samsung,"760,808",23%
Punjab,2019,4,Vivo,"563,524",17%
Punjab,2019,4,Oppo,"446,759",13%
Punjab,2019,4,Apple,"240,275",7%
Punjab,2019,4,Realme,"109,206",3%
Punjab,2019,4,OnePlus,"44,151",1%
Punjab,2019,4,Motorola,"38,939",1%
Punjab,2019,4,Huawei,"38,449",1%
Punjab,2019,4,Lenovo,"27,158",1%
Punjab,2019,4,Others,"234,017",7%
Punjab,2020,1,Xiaomi,"912,905",24%
Punjab,2020,1,Samsung,"851,006",23%
Punjab,2020,1,Vivo,"654,259",17%
Punjab,2020,1,Oppo,"515,340",14%
Punjab,2020,1,Apple,"267,276",7%
Punjab,2020,1,Realme,"126,920",3%
Punjab,2020,1,OnePlus,"46,432",1%
Punjab,2020,1,Huawei,"42,483",1%
Punjab,2020,1,Motorola,"40,631",1%
Punjab,2020,1,Lenovo,"28,708",1%
Punjab,2020,1,Others,"253,542",7%
Punjab,2020,2,Xiaomi,"1,025,347",24%
Punjab,2020,2,Samsung,"957,955",23%
Punjab,2020,2,Vivo,"759,075",18%
Punjab,2020,2,Oppo,"599,062",14%
Punjab,2020,2,Apple,"293,955",7%
Punjab,2020,2,Realme,"145,881",3%
Punjab,2020,2,OnePlus,"48,354",1%
Punjab,2020,2,Huawei,"46,802",1%
Punjab,2020,2,Motorola,"42,817",1%
Punjab,2020,2,Lenovo,"30,136",1%
Punjab,2020,2,Others,"276,097",7%
Punjab,2020,3,Xiaomi,"1,124,885",24%
Punjab,2020,3,Samsung,"1,063,448",23%
Punjab,2020,3,Vivo,"872,561",19%
Punjab,2020,3,Oppo,"675,846",14%
Punjab,2020,3,Apple,"322,529",7%
Punjab,2020,3,Realme,"167,279",4%
Punjab,2020,3,OnePlus,"50,950",1%
Punjab,2020,3,Huawei,"50,512",1%
Punjab,2020,3,Motorola,"44,739",1%
Punjab,2020,3,Lenovo,"31,345",1%
Punjab,2020,3,Others,"290,139",6%
Punjab,2020,4,Xiaomi,"1,219,022",24%
Punjab,2020,4,Samsung,"1,169,264",23%
Punjab,2020,4,Vivo,"979,161",19%
Punjab,2020,4,Oppo,"750,319",15%
Punjab,2020,4,Apple,"356,113",7%
Punjab,2020,4,Realme,"189,809",4%
Punjab,2020,4,Huawei,"53,936",1%
Punjab,2020,4,OnePlus,"53,667",1%
Punjab,2020,4,Motorola,"46,455",1%
Punjab,2020,4,HMD Global,"32,870",1%
Punjab,2020,4,Others,"307,252",6%
Punjab,2021,1,Xiaomi,"1,304,479",23%
Punjab,2021,1,Samsung,"1,249,727",22%
Punjab,2021,1,Vivo,"1,083,200",19%
Punjab,2021,1,Oppo,"815,718",15%
Punjab,2021,1,Apple,"384,485",7%
Punjab,2021,1,Realme,"212,940",4%
Punjab,2021,1,OnePlus,"56,962",1%
Punjab,2021,1,Huawei,"56,391",1%
Punjab,2021,1,Motorola,"47,632",1%
Punjab,2021,1,Tecno,"35,552",1%
Punjab,2021,1,Others,"321,691",6%
Punjab,2021,2,Xiaomi,"1,380,642",23%
Punjab,2021,2,Samsung,"1,317,948",22%
Punjab,2021,2,Vivo,"1,187,613",20%
Punjab,2021,2,Oppo,"881,894",15%
Punjab,2021,2,Apple,"418,009",7%
Punjab,2021,2,Realme,"250,679",4%
Punjab,2021,2,OnePlus,"61,777",1%
Punjab,2021,2,Huawei,"56,066",1%
Punjab,2021,2,Motorola,"47,652",1%
Punjab,2021,2,Tecno,"44,884",1%
Punjab,2021,2,Others,"329,384",6%
Rajasthan,2018,1,Xiaomi,"713,005",23%
Rajasthan,2018,1,Samsung,"662,282",21%
Rajasthan,2018,1,Vivo,"535,439",17%
Rajasthan,2018,1,Oppo,"352,258",11%
Rajasthan,2018,1,Realme,"149,488",5%
Rajasthan,2018,1,Apple,"94,107",3%
Rajasthan,2018,1,OnePlus,"71,745",2%
Rajasthan,2018,1,Gionee,"69,299",2%
Rajasthan,2018,1,Lenovo,"63,011",2%
Rajasthan,2018,1,Motorola,"61,235",2%
Rajasthan,2018,1,Others,"386,333",12%
Rajasthan,2018,2,Xiaomi,"966,424",23%
Rajasthan,2018,2,Samsung,"874,984",21%
Rajasthan,2018,2,Vivo,"735,141",17%
Rajasthan,2018,2,Oppo,"479,239",11%
Rajasthan,2018,2,Realme,"195,523",5%
Rajasthan,2018,2,Apple,"119,357",3%
Rajasthan,2018,2,OnePlus,"87,155",2%
Rajasthan,2018,2,Gionee,"84,445",2%
Rajasthan,2018,2,Lenovo,"79,981",2%
Rajasthan,2018,2,Motorola,"78,566",2%
Rajasthan,2018,2,Others,"512,149",12%
Rajasthan,2018,3,Xiaomi,"1,205,544",23%
Rajasthan,2018,3,Samsung,"1,072,593",21%
Rajasthan,2018,3,Vivo,"938,611",18%
Rajasthan,2018,3,Oppo,"601,973",12%
Rajasthan,2018,3,Realme,"239,840",5%
Rajasthan,2018,3,Apple,"140,247",3%
Rajasthan,2018,3,OnePlus,"101,721",2%
Rajasthan,2018,3,Gionee,"95,819",2%
Rajasthan,2018,3,Motorola,"91,763",2%
Rajasthan,2018,3,Huawei,"91,725",2%
Rajasthan,2018,3,Others,"595,617",12%
Rajasthan,2018,4,Xiaomi,"1,482,976",23%
Rajasthan,2018,4,Samsung,"1,317,264",21%
Rajasthan,2018,4,Vivo,"1,200,927",19%
Rajasthan,2018,4,Oppo,"760,058",12%
Rajasthan,2018,4,Realme,"293,498",5%
Rajasthan,2018,4,Apple,"166,540",3%
Rajasthan,2018,4,OnePlus,"117,138",2%
Rajasthan,2018,4,Huawei,"115,507",2%
Rajasthan,2018,4,Motorola,"107,515",2%
Rajasthan,2018,4,Gionee,"106,066",2%
Rajasthan,2018,4,Others,"691,249",11%
Rajasthan,2019,1,Xiaomi,"1,788,113",23%
Rajasthan,2019,1,Samsung,"1,592,757",21%
Rajasthan,2019,1,Vivo,"1,503,951",20%
Rajasthan,2019,1,Oppo,"948,608",12%
Rajasthan,2019,1,Realme,"350,506",5%
Rajasthan,2019,1,Apple,"191,305",2%
Rajasthan,2019,1,Huawei,"143,491",2%
Rajasthan,2019,1,OnePlus,"131,526",2%
Rajasthan,2019,1,Gionee,"123,156",2%
Rajasthan,2019,1,Motorola,"121,229",2%
Rajasthan,2019,1,Others,"817,562",11%
Rajasthan,2019,2,Xiaomi,"2,038,775",23%
Rajasthan,2019,2,Samsung,"1,811,211",21%
Rajasthan,2019,2,Vivo,"1,744,564",20%
Rajasthan,2019,2,Oppo,"1,100,301",13%
Rajasthan,2019,2,Realme,"400,579",5%
Rajasthan,2019,2,Apple,"212,354",2%
Rajasthan,2019,2,Huawei,"163,775",2%
Rajasthan,2019,2,OnePlus,"142,119",2%
Rajasthan,2019,2,Gionee,"135,881",2%
Rajasthan,2019,2,Motorola,"131,957",2%
Rajasthan,2019,2,Others,"902,419",10%
Rajasthan,2019,3,Xiaomi,"2,275,622",23%
Rajasthan,2019,3,Samsung,"1,996,093",20%
Rajasthan,2019,3,Vivo,"1,985,897",20%
Rajasthan,2019,3,Oppo,"1,244,255",13%
Rajasthan,2019,3,Realme,"458,929",5%
Rajasthan,2019,3,Apple,"232,599",2%
Rajasthan,2019,3,Huawei,"184,875",2%
Rajasthan,2019,3,OnePlus,"152,982",2%
Rajasthan,2019,3,Gionee,"146,595",1%
Rajasthan,2019,3,Motorola,"139,254",1%
Rajasthan,2019,3,Others,"980,203",10%
Rajasthan,2019,4,Xiaomi,"2,527,395",23%
Rajasthan,2019,4,Vivo,"2,262,135",21%
Rajasthan,2019,4,Samsung,"2,211,270",20%
Rajasthan,2019,4,Oppo,"1,410,408",13%
Rajasthan,2019,4,Realme,"530,557",5%
Rajasthan,2019,4,Apple,"250,014",2%
Rajasthan,2019,4,Huawei,"204,976",2%
Rajasthan,2019,4,OnePlus,"162,057",1%
Rajasthan,2019,4,Gionee,"157,774",1%
Rajasthan,2019,4,Motorola,"147,914",1%
Rajasthan,2019,4,Others,"1,060,531",10%
Rajasthan,2020,1,Xiaomi,"2,776,323",23%
Rajasthan,2020,1,Vivo,"2,582,003",21%
Rajasthan,2020,1,Samsung,"2,440,121",20%
Rajasthan,2020,1,Oppo,"1,591,219",13%
Rajasthan,2020,1,Realme,"608,298",5%
Rajasthan,2020,1,Apple,"267,588",2%
Rajasthan,2020,1,Huawei,"225,019",2%
Rajasthan,2020,1,OnePlus,"170,114",1%
Rajasthan,2020,1,Gionee,"158,979",1%
Rajasthan,2020,1,Motorola,"156,126",1%
Rajasthan,2020,1,Others,"1,166,263",10%
Rajasthan,2020,2,Xiaomi,"3,073,847",23%
Rajasthan,2020,2,Vivo,"2,941,265",22%
Rajasthan,2020,2,Samsung,"2,715,434",20%
Rajasthan,2020,2,Oppo,"1,799,104",13%
Rajasthan,2020,2,Realme,"689,124",5%
Rajasthan,2020,2,Apple,"283,321",2%
Rajasthan,2020,2,Huawei,"246,837",2%
Rajasthan,2020,2,Tecno,"183,365",1%
Rajasthan,2020,2,OnePlus,"177,245",1%
Rajasthan,2020,2,Gionee,"172,589",1%
Rajasthan,2020,2,Others,"1,281,070",9%
Rajasthan,2020,3,Xiaomi,"3,353,468",22%
Rajasthan,2020,3,Vivo,"3,346,801",22%
Rajasthan,2020,3,Samsung,"2,973,921",20%
Rajasthan,2020,3,Oppo,"2,001,908",13%
Rajasthan,2020,3,Realme,"784,695",5%
Rajasthan,2020,3,Apple,"302,588",2%
Rajasthan,2020,3,Huawei,"265,862",2%
Rajasthan,2020,3,Tecno,"214,914",1%
Rajasthan,2020,3,OnePlus,"186,566",1%
Rajasthan,2020,3,Gionee,"180,038",1%
Rajasthan,2020,3,Others,"1,358,651",9%
Rajasthan,2020,4,Vivo,"3,720,519",23%
Rajasthan,2020,4,Xiaomi,"3,613,815",22%
Rajasthan,2020,4,Samsung,"3,222,360",20%
Rajasthan,2020,4,Oppo,"2,201,891",13%
Rajasthan,2020,4,Realme,"880,750",5%
Rajasthan,2020,4,Apple,"323,405",2%
Rajasthan,2020,4,Huawei,"283,175",2%
Rajasthan,2020,4,Tecno,"259,273",2%
Rajasthan,2020,4,OnePlus,"195,918",1%
Rajasthan,2020,4,Gionee,"188,604",1%
Rajasthan,2020,4,Others,"1,439,784",9%
Rajasthan,2021,1,Vivo,"4,143,832",23%
Rajasthan,2021,1,Xiaomi,"3,873,176",22%
Rajasthan,2021,1,Samsung,"3,430,073",19%
Rajasthan,2021,1,Oppo,"2,390,404",14%
Rajasthan,2021,1,Realme,"987,022",6%
Rajasthan,2021,1,Apple,"347,215",2%
Rajasthan,2021,1,Tecno,"301,891",2%
Rajasthan,2021,1,Huawei,"295,928",2%
Rajasthan,2021,1,OnePlus,"208,798",1%
Rajasthan,2021,1,Gionee,"189,685",1%
Rajasthan,2021,1,Others,"1,493,064",8%
Rajasthan,2021,2,Vivo,"4,603,263",24%
Rajasthan,2021,2,Xiaomi,"4,079,016",21%
Rajasthan,2021,2,Samsung,"3,591,961",19%
Rajasthan,2021,2,Oppo,"2,591,657",14%
Rajasthan,2021,2,Realme,"1,162,747",6%
Rajasthan,2021,2,Tecno,"375,642",2%
Rajasthan,2021,2,Apple,"373,677",2%
Rajasthan,2021,2,Huawei,"291,917",2%
Rajasthan,2021,2,OnePlus,"233,039",1%
Rajasthan,2021,2,Motorola,"188,248",1%
Rajasthan,2021,2,Others,"1,489,818",8%
Sikkim,2018,1,Samsung,"5,534",28%
Sikkim,2018,1,Xiaomi,"4,679",23%
Sikkim,2018,1,Vivo,"2,155",11%
Sikkim,2018,1,Oppo,"1,825",9%
Sikkim,2018,1,Apple,865,4%
Sikkim,2018,1,Realme,815,4%
Sikkim,2018,1,Lenovo,586,3%
Sikkim,2018,1,Motorola,575,3%
Sikkim,2018,1,OnePlus,528,3%
Sikkim,2018,1,Asus,308,2%
Sikkim,2018,1,Others,"2,181",11%
Sikkim,2018,2,Samsung,"7,827",28%
Sikkim,2018,2,Xiaomi,"6,559",23%
Sikkim,2018,2,Vivo,"3,254",12%
Sikkim,2018,2,Oppo,"2,531",9%
Sikkim,2018,2,Apple,"1,120",4%
Sikkim,2018,2,Realme,"1,110",4%
Sikkim,2018,2,Motorola,773,3%
Sikkim,2018,2,Lenovo,759,3%
Sikkim,2018,2,OnePlus,690,2%
Sikkim,2018,2,Micromax,424,2%
Sikkim,2018,2,Others,"3,050",11%
Sikkim,2018,3,Samsung,"10,790",29%
Sikkim,2018,3,Xiaomi,"8,637",23%
Sikkim,2018,3,Vivo,"4,649",12%
Sikkim,2018,3,Oppo,"3,465",9%
Sikkim,2018,3,Realme,"1,459",4%
Sikkim,2018,3,Apple,"1,423",4%
Sikkim,2018,3,Motorola,945,3%
Sikkim,2018,3,Lenovo,886,2%
Sikkim,2018,3,OnePlus,823,2%
Sikkim,2018,3,Micromax,570,2%
Sikkim,2018,3,Others,"3,990",11%
Sikkim,2018,4,Samsung,"14,281",29%
Sikkim,2018,4,Xiaomi,"11,024",23%
Sikkim,2018,4,Vivo,"6,387",13%
Sikkim,2018,4,Oppo,"4,507",9%
Sikkim,2018,4,Realme,"1,848",4%
Sikkim,2018,4,Apple,"1,799",4%
Sikkim,2018,4,Motorola,"1,119",2%
Sikkim,2018,4,Lenovo,"1,038",2%
Sikkim,2018,4,OnePlus,969,2%
Sikkim,2018,4,Huawei,689,1%
Sikkim,2018,4,Others,"4,877",10%
Sikkim,2019,1,Samsung,"17,397",30%
Sikkim,2019,1,Xiaomi,"13,387",23%
Sikkim,2019,1,Vivo,"7,997",14%
Sikkim,2019,1,Oppo,"5,660",10%
Sikkim,2019,1,Realme,"2,237",4%
Sikkim,2019,1,Apple,"2,138",4%
Sikkim,2019,1,Motorola,"1,274",2%
Sikkim,2019,1,Lenovo,"1,168",2%
Sikkim,2019,1,OnePlus,"1,088",2%
Sikkim,2019,1,Huawei,849,1%
Sikkim,2019,1,Others,"5,761",10%
Sikkim,2019,2,Samsung,"21,576",30%
Sikkim,2019,2,Xiaomi,"16,005",23%
Sikkim,2019,2,Vivo,"9,656",14%
Sikkim,2019,2,Oppo,"6,810",10%
Sikkim,2019,2,Realme,"2,677",4%
Sikkim,2019,2,Apple,"2,509",4%
Sikkim,2019,2,Motorola,"1,473",2%
Sikkim,2019,2,Lenovo,"1,289",2%
Sikkim,2019,2,OnePlus,"1,220",2%
Sikkim,2019,2,Huawei,"1,001",1%
Sikkim,2019,2,Others,"6,783",10%
Sikkim,2019,3,Samsung,"25,449",31%
Sikkim,2019,3,Xiaomi,"18,366",22%
Sikkim,2019,3,Vivo,"11,399",14%
Sikkim,2019,3,Oppo,"7,934",10%
Sikkim,2019,3,Realme,"3,080",4%
Sikkim,2019,3,Apple,"2,833",3%
Sikkim,2019,3,Motorola,"1,581",2%
Sikkim,2019,3,OnePlus,"1,352",2%
Sikkim,2019,3,Lenovo,"1,279",2%
Sikkim,2019,3,Huawei,"1,126",1%
Sikkim,2019,3,Others,"7,729",9%
Sikkim,2019,4,Samsung,"29,310",32%
Sikkim,2019,4,Xiaomi,"20,528",22%
Sikkim,2019,4,Vivo,"13,224",14%
Sikkim,2019,4,Oppo,"9,175",10%
Sikkim,2019,4,Realme,"3,578",4%
Sikkim,2019,4,Apple,"3,131",3%
Sikkim,2019,4,Motorola,"1,676",2%
Sikkim,2019,4,OnePlus,"1,458",2%
Sikkim,2019,4,Lenovo,"1,347",1%
Sikkim,2019,4,Huawei,"1,245",1%
Sikkim,2019,4,Others,"8,300",9%
Sikkim,2020,1,Samsung,"33,471",32%
Sikkim,2020,1,Xiaomi,"22,619",22%
Sikkim,2020,1,Vivo,"15,342",15%
Sikkim,2020,1,Oppo,"10,442",10%
Sikkim,2020,1,Realme,"4,166",4%
Sikkim,2020,1,Apple,"3,439",3%
Sikkim,2020,1,Motorola,"1,728",2%
Sikkim,2020,1,OnePlus,"1,548",1%
Sikkim,2020,1,Lenovo,"1,491",1%
Sikkim,2020,1,HMD Global,"1,394",1%
Sikkim,2020,1,Others,"8,991",9%
Sikkim,2020,2,Samsung,"38,977",33%
Sikkim,2020,2,Xiaomi,"25,245",21%
Sikkim,2020,2,Vivo,"18,182",15%
Sikkim,2020,2,Oppo,"12,295",10%
Sikkim,2020,2,Realme,"4,814",4%
Sikkim,2020,2,Apple,"3,701",3%
Sikkim,2020,2,Motorola,"1,821",2%
Sikkim,2020,2,HMD Global,"1,669",1%
Sikkim,2020,2,OnePlus,"1,607",1%
Sikkim,2020,2,Lenovo,"1,576",1%
Sikkim,2020,2,Others,"10,034",8%
Sikkim,2020,3,Samsung,"44,424",33%
Sikkim,2020,3,Xiaomi,"27,830",21%
Sikkim,2020,3,Vivo,"21,086",16%
Sikkim,2020,3,Oppo,"14,009",10%
Sikkim,2020,3,Realme,"5,459",4%
Sikkim,2020,3,Apple,"4,035",3%
Sikkim,2020,3,HMD Global,"1,906",1%
Sikkim,2020,3,Motorola,"1,879",1%
Sikkim,2020,3,OnePlus,"1,694",1%
Sikkim,2020,3,Lenovo,"1,657",1%
Sikkim,2020,3,Others,"10,794",8%
Sikkim,2020,4,Samsung,"49,275",33%
Sikkim,2020,4,Xiaomi,"30,296",20%
Sikkim,2020,4,Vivo,"23,560",16%
Sikkim,2020,4,Oppo,"15,658",11%
Sikkim,2020,4,Realme,"6,245",4%
Sikkim,2020,4,Apple,"4,413",3%
Sikkim,2020,4,HMD Global,"2,070",1%
Sikkim,2020,4,Motorola,"1,984",1%
Sikkim,2020,4,OnePlus,"1,764",1%
Sikkim,2020,4,Lenovo,"1,714",1%
Sikkim,2020,4,Others,"11,564",8%
Sikkim,2021,1,Samsung,"52,629",33%
Sikkim,2021,1,Xiaomi,"32,524",20%
Sikkim,2021,1,Vivo,"26,109",16%
Sikkim,2021,1,Oppo,"16,921",11%
Sikkim,2021,1,Realme,"7,053",4%
Sikkim,2021,1,Apple,"4,803",3%
Sikkim,2021,1,HMD Global,"2,163",1%
Sikkim,2021,1,Motorola,"2,031",1%
Sikkim,2021,1,OnePlus,"1,924",1%
Sikkim,2021,1,Huawei,"1,738",1%
Sikkim,2021,1,Others,"12,318",8%
Sikkim,2021,2,Samsung,"55,452",32%
Sikkim,2021,2,Xiaomi,"34,745",20%
Sikkim,2021,2,Vivo,"28,736",17%
Sikkim,2021,2,Oppo,"18,141",11%
Sikkim,2021,2,Realme,"8,547",5%
Sikkim,2021,2,Apple,"5,244",3%
Sikkim,2021,2,HMD Global,"2,238",1%
Sikkim,2021,2,OnePlus,"2,072",1%
Sikkim,2021,2,Motorola,"2,043",1%
Sikkim,2021,2,Tecno,"1,729",1%
Sikkim,2021,2,Others,"12,793",7%
Tamil Nadu,2018,1,Xiaomi,"503,469",24%
Tamil Nadu,2018,1,Samsung,"408,997",19%
Tamil Nadu,2018,1,Vivo,"256,682",12%
Tamil Nadu,2018,1,Oppo,"160,460",8%
Tamil Nadu,2018,1,Motorola,"100,336",5%
Tamil Nadu,2018,1,OnePlus,"93,643",4%
Tamil Nadu,2018,1,Apple,"93,282",4%
Tamil Nadu,2018,1,Lenovo,"92,559",4%
Tamil Nadu,2018,1,Realme,"82,612",4%
Tamil Nadu,2018,1,Huawei,"59,799",3%
Tamil Nadu,2018,1,Others,"252,915",12%
Tamil Nadu,2018,2,Xiaomi,"723,469",24%
Tamil Nadu,2018,2,Samsung,"574,902",19%
Tamil Nadu,2018,2,Vivo,"390,299",13%
Tamil Nadu,2018,2,Oppo,"240,094",8%
Tamil Nadu,2018,2,Motorola,"139,685",5%
Tamil Nadu,2018,2,Lenovo,"127,831",4%
Tamil Nadu,2018,2,Apple,"123,693",4%
Tamil Nadu,2018,2,OnePlus,"119,948",4%
Tamil Nadu,2018,2,Realme,"116,217",4%
Tamil Nadu,2018,2,Huawei,"86,507",3%
Tamil Nadu,2018,2,Others,"353,391",12%
Tamil Nadu,2018,3,Xiaomi,"948,490",24%
Tamil Nadu,2018,3,Samsung,"739,663",19%
Tamil Nadu,2018,3,Vivo,"545,491",14%
Tamil Nadu,2018,3,Oppo,"327,387",8%
Tamil Nadu,2018,3,Motorola,"177,191",5%
Tamil Nadu,2018,3,Lenovo,"153,372",4%
Tamil Nadu,2018,3,Apple,"150,205",4%
Tamil Nadu,2018,3,Realme,"149,904",4%
Tamil Nadu,2018,3,OnePlus,"145,542",4%
Tamil Nadu,2018,3,Huawei,"118,152",3%
Tamil Nadu,2018,3,Others,"444,780",11%
Tamil Nadu,2018,4,Xiaomi,"1,270,630",24%
Tamil Nadu,2018,4,Samsung,"978,019",19%
Tamil Nadu,2018,4,Vivo,"776,632",15%
Tamil Nadu,2018,4,Oppo,"457,237",9%
Tamil Nadu,2018,4,Motorola,"228,639",4%
Tamil Nadu,2018,4,Realme,"198,871",4%
Tamil Nadu,2018,4,Lenovo,"194,451",4%
Tamil Nadu,2018,4,Apple,"191,032",4%
Tamil Nadu,2018,4,OnePlus,"180,637",3%
Tamil Nadu,2018,4,Huawei,"164,880",3%
Tamil Nadu,2018,4,Others,"558,850",11%
Tamil Nadu,2019,1,Xiaomi,"1,539,941",24%
Tamil Nadu,2019,1,Samsung,"1,181,910",19%
Tamil Nadu,2019,1,Vivo,"982,792",16%
Tamil Nadu,2019,1,Oppo,"574,119",9%
Tamil Nadu,2019,1,Motorola,"263,727",4%
Tamil Nadu,2019,1,Realme,"239,102",4%
Tamil Nadu,2019,1,Apple,"223,033",4%
Tamil Nadu,2019,1,Lenovo,"220,455",4%
Tamil Nadu,2019,1,OnePlus,"209,025",3%
Tamil Nadu,2019,1,Huawei,"206,764",3%
Tamil Nadu,2019,1,Others,"655,435",10%
Tamil Nadu,2019,2,Xiaomi,"1,811,254",24%
Tamil Nadu,2019,2,Samsung,"1,396,893",19%
Tamil Nadu,2019,2,Vivo,"1,196,063",16%
Tamil Nadu,2019,2,Oppo,"697,196",9%
Tamil Nadu,2019,2,Motorola,"303,963",4%
Tamil Nadu,2019,2,Realme,"281,300",4%
Tamil Nadu,2019,2,Apple,"254,300",3%
Tamil Nadu,2019,2,Lenovo,"251,562",3%
Tamil Nadu,2019,2,Huawei,"248,271",3%
Tamil Nadu,2019,2,OnePlus,"232,848",3%
Tamil Nadu,2019,2,Others,"755,959",10%
Tamil Nadu,2019,3,Xiaomi,"2,046,907",24%
Tamil Nadu,2019,3,Samsung,"1,578,951",19%
Tamil Nadu,2019,3,Vivo,"1,404,873",17%
Tamil Nadu,2019,3,Oppo,"809,503",10%
Tamil Nadu,2019,3,Motorola,"331,659",4%
Tamil Nadu,2019,3,Realme,"325,676",4%
Tamil Nadu,2019,3,Huawei,"287,625",3%
Tamil Nadu,2019,3,Apple,"280,108",3%
Tamil Nadu,2019,3,Lenovo,"263,109",3%
Tamil Nadu,2019,3,OnePlus,"253,980",3%
Tamil Nadu,2019,3,Others,"846,444",10%
Tamil Nadu,2019,4,Xiaomi,"2,321,854",24%
Tamil Nadu,2019,4,Samsung,"1,803,401",19%
Tamil Nadu,2019,4,Vivo,"1,661,144",17%
Tamil Nadu,2019,4,Oppo,"954,430",10%
Tamil Nadu,2019,4,Realme,"385,827",4%
Tamil Nadu,2019,4,Motorola,"364,512",4%
Tamil Nadu,2019,4,Huawei,"329,271",3%
Tamil Nadu,2019,4,Apple,"306,135",3%
Tamil Nadu,2019,4,Lenovo,"283,182",3%
Tamil Nadu,2019,4,OnePlus,"275,013",3%
Tamil Nadu,2019,4,Others,"935,724",10%
Tamil Nadu,2020,1,Xiaomi,"2,602,334",24%
Tamil Nadu,2020,1,Samsung,"2,037,120",19%
Tamil Nadu,2020,1,Vivo,"1,937,792",18%
Tamil Nadu,2020,1,Oppo,"1,109,430",10%
Tamil Nadu,2020,1,Realme,"450,799",4%
Tamil Nadu,2020,1,Motorola,"395,956",4%
Tamil Nadu,2020,1,Huawei,"370,773",3%
Tamil Nadu,2020,1,Apple,"333,073",3%
Tamil Nadu,2020,1,Lenovo,"308,388",3%
Tamil Nadu,2020,1,OnePlus,"293,970",3%
Tamil Nadu,2020,1,Others,"1,032,733",9%
Tamil Nadu,2020,2,Xiaomi,"2,891,155",24%
Tamil Nadu,2020,2,Samsung,"2,285,005",19%
Tamil Nadu,2020,2,Vivo,"2,216,953",18%
Tamil Nadu,2020,2,Oppo,"1,270,624",10%
Tamil Nadu,2020,2,Realme,"512,202",4%
Tamil Nadu,2020,2,Motorola,"430,995",4%
Tamil Nadu,2020,2,Huawei,"410,511",3%
Tamil Nadu,2020,2,Apple,"352,063",3%
Tamil Nadu,2020,2,Lenovo,"331,665",3%
Tamil Nadu,2020,2,OnePlus,"305,910",3%
Tamil Nadu,2020,2,Others,"1,143,703",9%
Tamil Nadu,2020,3,Xiaomi,"3,217,633",24%
Tamil Nadu,2020,3,Vivo,"2,577,603",19%
Tamil Nadu,2020,3,Samsung,"2,574,986",19%
Tamil Nadu,2020,3,Oppo,"1,456,520",11%
Tamil Nadu,2020,3,Realme,"592,254",4%
Tamil Nadu,2020,3,Motorola,"466,225",3%
Tamil Nadu,2020,3,Huawei,"452,345",3%
Tamil Nadu,2020,3,Apple,"378,323",3%
Tamil Nadu,2020,3,Lenovo,"357,461",3%
Tamil Nadu,2020,3,OnePlus,"324,336",2%
Tamil Nadu,2020,3,Others,"1,245,765",9%
Tamil Nadu,2020,4,Xiaomi,"3,595,631",23%
Tamil Nadu,2020,4,Vivo,"2,971,084",19%
Tamil Nadu,2020,4,Samsung,"2,918,795",19%
Tamil Nadu,2020,4,Oppo,"1,665,487",11%
Tamil Nadu,2020,4,Realme,"690,401",4%
Tamil Nadu,2020,4,Motorola,"503,120",3%
Tamil Nadu,2020,4,Huawei,"497,653",3%
Tamil Nadu,2020,4,Apple,"417,632",3%
Tamil Nadu,2020,4,Lenovo,"385,136",3%
Tamil Nadu,2020,4,OnePlus,"347,722",2%
Tamil Nadu,2020,4,Others,"1,364,925",9%
Tamil Nadu,2021,1,Xiaomi,"3,887,022",23%
Tamil Nadu,2021,1,Vivo,"3,309,321",20%
Tamil Nadu,2021,1,Samsung,"3,143,951",19%
Tamil Nadu,2021,1,Oppo,"1,825,392",11%
Tamil Nadu,2021,1,Realme,"782,154",5%
Tamil Nadu,2021,1,Huawei,"522,223",3%
Tamil Nadu,2021,1,Motorola,"518,191",3%
Tamil Nadu,2021,1,Apple,"449,432",3%
Tamil Nadu,2021,1,Lenovo,"389,630",2%
